date,obama_sentiment,obama_frequency,obama_date,trump_sentiment,trump_frequency,trump_date,,,
15/12/2017,,,,0.079861111,4,15/12/2017,,,
16/12/2017,,,,0.325416667,5,16/12/2017,,,
17/12/2017,,,,0.214702381,2,17/12/2017,,,
18/12/2017,,,,0.162108586,13,18/12/2017,,,
19/12/2017,,,,0.221904762,5,19/12/2017,,,
20/12/2017,,,,0.366750992,6,20/12/2017,,,
21/12/2017,,,,0.419547619,5,21/12/2017,,,
22/12/2017,,,,0.229090827,11,22/12/2017,,,
23/12/2017,,,,0.11971875,5,23/12/2017,,,
24/12/2017,,,,0.00132716,3,24/12/2017,,,
25/12/2017,,,,0.366666667,4,25/12/2017,,,
26/12/2017,,,,0.153308081,3,26/12/2017,,,
27/12/2017,,,,0.15,2,27/12/2017,,,
28/12/2017,,,,0.17827381,7,28/12/2017,,,
29/12/2017,,,,-0.066583807,4,29/12/2017,,,
30/12/2017,,,,0.125213294,6,30/12/2017,,,
31/12/2017,,,,0.194696588,9,31/12/2017,,,
1/01/2018,,,,0.188383838,3,1/01/2018,,,
2/01/2018,,,,0.243392163,13,2/01/2018,,,
3/01/2018,,,,0.143645834,4,3/01/2018,,,
4/01/2018,,,,0.209195348,10,4/01/2018,,,
5/01/2018,,,,0.201137867,6,5/01/2018,,,
6/01/2018,,,,0.158458406,7,6/01/2018,,,
7/01/2018,,,,-0.080579365,5,7/01/2018,,,
8/01/2018,,,,0.117018656,7,8/01/2018,,,
9/01/2018,,,,0.269486269,4,9/01/2018,,,
10/01/2018,,,,0.254589947,10,10/01/2018,,,
11/01/2018,,,,0.113204252,8,11/01/2018,,,
12/01/2018,,,,0.178865591,14,12/01/2018,,,
13/01/2018,,,,0.08250248,6,13/01/2018,,,
14/01/2018,,,,0.099756944,6,14/01/2018,,,
15/01/2018,,,,0.163333333,3,15/01/2018,,,
16/01/2018,,,,0.115199214,9,16/01/2018,,,
17/01/2018,,,,0.317777778,5,17/01/2018,,,
18/01/2018,,,,0.040543775,12,18/01/2018,,,
19/01/2018,,,,0.269957011,6,19/01/2018,,,
20/01/2018,,,,0.19582424,8,20/01/2018,,,
21/01/2018,,,,0.079305556,3,21/01/2018,,,
22/01/2018,,,,-0.079982639,4,22/01/2018,,,
23/01/2018,,,,0.100868056,6,23/01/2018,,,
24/01/2018,,,,0.327886679,5,24/01/2018,,,
25/01/2018,,,,0.332738095,4,25/01/2018,,,
26/01/2018,,,,0.415037879,7,26/01/2018,,,
27/01/2018,,,,0.154611111,3,27/01/2018,,,
28/01/2018,,,,-0.018757441,4,28/01/2018,,,
29/01/2018,,,,0.170454545,1,29/01/2018,,,
31/01/2018,,,,0.136363636,1,31/01/2018,,,
1/02/2018,,,,0.244097222,3,1/02/2018,,,
2/02/2018,,,,0.184823232,6,2/02/2018,,,
3/02/2018,,,,0.08483631,2,3/02/2018,,,
4/02/2018,,,,0.1640625,4,4/02/2018,,,
5/02/2018,,,,0.198999433,7,5/02/2018,,,
6/02/2018,,,,0.087142857,5,6/02/2018,,,
7/02/2018,,,,0.60791074,7,7/02/2018,,,
8/02/2018,,,,0.215238095,5,8/02/2018,,,
9/02/2018,,,,0.100210814,4,9/02/2018,,,
10/02/2018,,,,-0.026496346,9,10/02/2018,,,
11/02/2018,,,,0.143109668,4,11/02/2018,,,
12/02/2018,,,,-0.026527778,3,12/02/2018,,,
13/02/2018,,,,0.375,2,13/02/2018,,,
14/02/2018,,,,-0.291666667,4,14/02/2018,,,
15/02/2018,,,,-0.04,6,15/02/2018,,,
16/02/2018,,,,-0.223611111,3,16/02/2018,,,
17/02/2018,,,,0.003029514,8,17/02/2018,,,
18/02/2018,,,,0.166861472,11,18/02/2018,,,
19/02/2018,,,,0.108333333,3,19/02/2018,,,
20/02/2018,,,,0.242272935,13,20/02/2018,,,
21/02/2018,,,,0.104771825,8,21/02/2018,,,
22/02/2018,,,,0.221050454,10,22/02/2018,,,
23/02/2018,,,,0.303888889,10,23/02/2018,,,
24/02/2018,,,,0.070310847,9,24/02/2018,,,
25/02/2018,,,,0.272727273,2,25/02/2018,,,
27/02/2018,,,,0.173958333,8,27/02/2018,,,
28/02/2018,,,,0.21739881,10,28/02/2018,,,
1/03/2018,,,,0.326884921,6,1/03/2018,,,
2/03/2018,,,,0.047590188,11,2/03/2018,,,
3/03/2018,,,,0.004947917,4,3/03/2018,,,
4/03/2018,,,,0.266666667,1,4/03/2018,,,
5/03/2018,,,,0.174943182,6,5/03/2018,,,
6/03/2018,,,,0.054242038,7,6/03/2018,,,
7/03/2018,,,,0.395473485,6,7/03/2018,,,
8/03/2018,,,,0.305833333,5,8/03/2018,,,
9/03/2018,,,,0.378148809,5,9/03/2018,,,
10/03/2018,,,,0.200566772,11,10/03/2018,,,
11/03/2018,,,,0.167165404,6,11/03/2018,,,
12/03/2018,,,,0.271941799,6,12/03/2018,,,
13/03/2018,,,,0.059649959,8,13/03/2018,,,
14/03/2018,,,,0.243914683,10,14/03/2018,,,
15/03/2018,,,,0.588333333,5,15/03/2018,,,
16/03/2018,,,,0.425416667,4,16/03/2018,,,
17/03/2018,,,,0.497569445,4,17/03/2018,,,
18/03/2018,,,,-0.019357639,4,18/03/2018,,,
19/03/2018,,,,0.5,2,19/03/2018,,,
20/03/2018,,,,0.770833334,2,20/03/2018,,,
21/03/2018,,,,0.087653061,7,21/03/2018,,,
22/03/2018,,,,0.069875136,7,22/03/2018,,,
23/03/2018,,,,-0.285763889,6,23/03/2018,,,
24/03/2018,,,,-1,1,24/03/2018,,,
25/03/2018,,,,0.234767058,7,25/03/2018,,,
26/03/2018,,,,0.5875,4,26/03/2018,,,
27/03/2018,,,,0.475,2,27/03/2018,,,
28/03/2018,,,,0.238500681,9,28/03/2018,,,
29/03/2018,,,,0.218203125,4,29/03/2018,,,
30/03/2018,,,,0,1,30/03/2018,,,
31/03/2018,,,,-0.134444444,3,31/03/2018,,,
1/04/2018,,,,0.182494213,4,1/04/2018,,,
2/04/2018,,,,-0.072646054,9,2/04/2018,,,
3/04/2018,,,,0.141954296,13,3/04/2018,,,
4/04/2018,,,,0.054998843,6,4/04/2018,,,
5/04/2018,,,,0.172604167,4,5/04/2018,,,
6/04/2018,,,,0.059008989,6,6/04/2018,,,
7/04/2018,,,,0.04066358,6,7/04/2018,,,
8/04/2018,,,,0.182136037,8,8/04/2018,,,
9/04/2018,,,,0.538392857,4,9/04/2018,,,
10/04/2018,,,,0.266666667,6,10/04/2018,,,
11/04/2018,,,,0.195186147,10,11/04/2018,,,
12/04/2018,,,,0.292418831,10,12/04/2018,,,
13/04/2018,,,,-0.106516204,6,13/04/2018,,,
14/04/2018,,,,0.278703704,3,14/04/2018,,,
15/04/2018,,,,0.000853175,8,15/04/2018,,,
16/04/2018,,,,-0.154166667,2,16/04/2018,,,
17/04/2018,,,,0.175361616,10,17/04/2018,,,
18/04/2018,,,,0.153194445,12,18/04/2018,,,
19/04/2018,,,,0.267767094,13,19/04/2018,,,
20/04/2018,,,,0.281018519,9,20/04/2018,,,
21/04/2018,,,,0.041253926,17,21/04/2018,,,
22/04/2018,,,,0.322589286,8,22/04/2018,,,
23/04/2018,,,,0.038280273,4,23/04/2018,,,
24/04/2018,,,,0.248477183,8,24/04/2018,,,
25/04/2018,,,,0.432668651,6,25/04/2018,,,
26/04/2018,,,,0.563888889,3,26/04/2018,,,
27/04/2018,,,,0.277896274,9,27/04/2018,,,
28/04/2018,,,,0.078166186,9,28/04/2018,,,
29/04/2018,,,,0.162857143,3,29/04/2018,,,
30/04/2018,,,,0.05057702,10,30/04/2018,,,
1/05/2018,,,,0.222598143,7,1/05/2018,,,
2/05/2018,,,,0.134393939,7,2/05/2018,,,
3/05/2018,,,,0.237680375,9,3/05/2018,,,
4/05/2018,,,,0.064890625,10,4/05/2018,,,
5/05/2018,,,,0.340610119,4,5/05/2018,,,
7/05/2018,,,,0.134401332,11,7/05/2018,,,
8/05/2018,,,,0.126288889,5,8/05/2018,,,
9/05/2018,,,,0.144172078,8,9/05/2018,,,
10/05/2018,,,,0.372369048,5,10/05/2018,,,
11/05/2018,,,,0.020666667,5,11/05/2018,,,
12/05/2018,,,,-0.064186508,3,12/05/2018,,,
13/05/2018,,,,0.25765625,4,13/05/2018,,,
14/05/2018,,,,0.155896722,7,14/05/2018,,,
15/05/2018,,,,0.387694805,7,15/05/2018,,,
16/05/2018,,,,0.399275397,10,16/05/2018,,,
17/05/2018,,,,0.105066288,10,17/05/2018,,,
18/05/2018,,,,0.156866667,10,18/05/2018,,,
19/05/2018,,,,0.347916667,4,19/05/2018,,,
20/05/2018,,,,0.080916419,8,20/05/2018,,,
21/05/2018,,,,0.33386763,10,21/05/2018,,,
22/05/2018,,,,0.9,2,22/05/2018,,,
23/05/2018,,,,0.096949949,17,23/05/2018,,,
24/05/2018,,,,0.158396465,10,24/05/2018,,,
25/05/2018,,,,0.242652625,13,25/05/2018,,,
26/05/2018,,,,0.014233496,10,26/05/2018,,,
27/05/2018,,,,0.40662037,6,27/05/2018,,,
28/05/2018,,,,0.27194246,10,28/05/2018,,,
29/05/2018,,,,-0.002723064,7,29/05/2018,,,
30/05/2018,,,,0.289659722,10,30/05/2018,,,
31/05/2018,,,,0.2041875,10,31/05/2018,,,
1/06/2018,,,,0.17494709,5,1/06/2018,,,
2/06/2018,,,,0.004144282,13,2/06/2018,,,
3/06/2018,,,,0.0245,5,3/06/2018,,,
4/06/2018,,,,0.120155974,12,4/06/2018,,,
5/06/2018,,,,0.127299784,18,5/06/2018,,,
6/06/2018,,,,0.314673765,15,6/06/2018,,,
7/06/2018,,,,0.173397321,20,7/06/2018,,,
8/06/2018,,,,-0.038348766,6,8/06/2018,,,
9/06/2018,,,,0.153855895,12,9/06/2018,,,
11/06/2018,,,,0.184652778,10,11/06/2018,,,
12/06/2018,,,,0.202939858,11,12/06/2018,,,
13/06/2018,,,,0.184371583,17,13/06/2018,,,
14/06/2018,,,,0.308604669,7,14/06/2018,,,
15/06/2018,,,,0.144782891,13,15/06/2018,,,
16/06/2018,,,,0.211668471,4,16/06/2018,,,
17/06/2018,,,,0.104269547,9,17/06/2018,,,
18/06/2018,,,,-0.04619709,12,18/06/2018,,,
19/06/2018,,,,0.023029101,9,19/06/2018,,,
20/06/2018,,,,0.077403846,13,20/06/2018,,,
21/06/2018,,,,0.230491499,19,21/06/2018,,,
22/06/2018,,,,0.169396441,13,22/06/2018,,,
23/06/2018,,,,0.171407407,15,23/06/2018,,,
24/06/2018,,,,0.275611111,5,24/06/2018,,,
25/06/2018,,,,0.080787538,17,25/06/2018,,,
26/06/2018,,,,0.016577381,11,26/06/2018,,,
27/06/2018,,,,0.358672115,16,27/06/2018,,,
28/06/2018,,,,0.23062384,14,28/06/2018,,,
29/06/2018,,,,0.25469697,3,29/06/2018,,,
30/06/2018,,,,0.324095418,9,30/06/2018,,,
1/07/2018,,,,0.124350649,3,1/07/2018,,,
2/07/2018,,,,0.57,2,2/07/2018,,,
3/07/2018,,,,0.224457498,19,3/07/2018,,,
4/07/2018,,,,0.247363281,4,4/07/2018,,,
5/07/2018,,,,0.117989418,6,5/07/2018,,,
6/07/2018,,,,0.289756945,6,6/07/2018,,,
7/07/2018,,,,0.000627706,5,7/07/2018,,,
8/07/2018,,,,0.277083334,4,8/07/2018,,,
9/07/2018,,,,0.152837302,7,9/07/2018,,,
10/07/2018,,,,0.118476978,11,10/07/2018,,,
11/07/2018,,,,0.063027778,10,11/07/2018,,,
12/07/2018,,,,0.299209416,8,12/07/2018,,,
13/07/2018,,,,0.084104938,3,13/07/2018,,,
14/07/2018,,,,0.057145833,10,14/07/2018,,,
15/07/2018,,,,0.290416667,5,15/07/2018,,,
16/07/2018,,,,0.161963542,10,16/07/2018,,,
17/07/2018,,,,0.014555556,5,17/07/2018,,,
18/07/2018,,,,0.13750427,13,18/07/2018,,,
19/07/2018,,,,0.104931573,13,19/07/2018,,,
20/07/2018,,,,-0.028869048,7,20/07/2018,,,
21/07/2018,,,,0.146675454,6,21/07/2018,,,
22/07/2018,,,,0.019218991,8,22/07/2018,,,
23/07/2018,,,,-0.093839286,10,23/07/2018,,,
24/07/2018,,,,0.317988591,14,24/07/2018,,,
25/07/2018,,,,0.177700487,15,25/07/2018,,,
26/07/2018,,,,0.344263758,11,26/07/2018,,,
27/07/2018,,,,0.160023186,16,27/07/2018,,,
28/07/2018,,,,0.066666667,3,28/07/2018,,,
29/07/2018,,,,-0.05187031,14,29/07/2018,,,
30/07/2018,,,,0.256016496,11,30/07/2018,,,
31/07/2018,,,,0.241951637,16,31/07/2018,,,
1/08/2018,,,,0.182169021,13,1/08/2018,,,
2/08/2018,,,,0.111736442,12,2/08/2018,,,
3/08/2018,,,,0.326150794,9,3/08/2018,,,
4/08/2018,,,,0.229378642,13,4/08/2018,,,
5/08/2018,,,,0.209585738,11,5/08/2018,,,
6/08/2018,,,,0.136707044,9,6/08/2018,,,
7/08/2018,,,,0.075694444,3,7/08/2018,,,
8/08/2018,,,,0.267034769,10,8/08/2018,,,
9/08/2018,,,,0.064384921,6,9/08/2018,,,
10/08/2018,,,,0.177488219,8,10/08/2018,,,
11/08/2018,,,,0.195238095,9,11/08/2018,,,
12/08/2018,,,,0.126666667,5,12/08/2018,,,
13/08/2018,,,,0.188280353,12,13/08/2018,,,
14/08/2018,,,,-0.032418884,17,14/08/2018,,,
15/08/2018,,,,0.227877238,16,15/08/2018,,,
16/08/2018,,,,0.208727188,17,16/08/2018,,,
17/08/2018,,,,0.142755932,18,17/08/2018,,,
18/08/2018,,,,0.087964197,15,18/08/2018,,,
19/08/2018,,,,-0.246894841,6,19/08/2018,,,
20/08/2018,,,,-0.111435185,9,20/08/2018,,,
21/08/2018,,,,0.165410206,13,21/08/2018,,,
22/08/2018,,,,0.230096015,13,22/08/2018,,,
23/08/2018,,,,0.139744544,12,23/08/2018,,,
24/08/2018,,,,0.176979167,12,24/08/2018,,,
25/08/2018,,,,0.191274559,13,25/08/2018,,,
26/08/2018,,,,0.26875,4,26/08/2018,,,
27/08/2018,,,,0.328464277,9,27/08/2018,,,
28/08/2018,,,,0.024897096,10,28/08/2018,,,
29/08/2018,,,,0.179395334,24,29/08/2018,,,
30/08/2018,,,,-0.005483355,18,30/08/2018,,,
31/08/2018,,,,0.099479167,4,31/08/2018,,,
1/09/2018,,,,0.145163611,17,1/09/2018,,,
2/09/2018,,,,0.079376654,6,2/09/2018,,,
3/09/2018,,,,0.115162924,10,3/09/2018,,,
4/09/2018,,,,0.097534722,12,4/09/2018,,,
5/09/2018,,,,0.119952862,15,5/09/2018,,,
6/09/2018,,,,0.173816288,8,6/09/2018,,,
7/09/2018,,,,0.415516608,9,7/09/2018,,,
8/09/2018,,,,0.309548341,5,8/09/2018,,,
9/09/2018,,,,0.209166524,14,9/09/2018,,,
10/09/2018,,,,0.129898313,16,10/09/2018,,,
11/09/2018,,,,0.077081169,10,11/09/2018,,,
12/09/2018,,,,0.204400183,13,12/09/2018,,,
13/09/2018,,,,0.048147321,12,13/09/2018,,,
14/09/2018,,,,0.576636905,6,14/09/2018,,,
15/09/2018,,,,0.08102962,14,15/09/2018,,,
16/09/2018,,,,0.086488095,7,16/09/2018,,,
17/09/2018,,,,0.287008177,12,17/09/2018,,,
18/09/2018,,,,0.288406085,12,18/09/2018,,,
19/09/2018,,,,0.132690797,9,19/09/2018,,,
20/09/2018,,,,0.103387111,14,20/09/2018,,,
21/09/2018,,,,0.258253292,16,21/09/2018,,,
22/09/2018,,,,0.268686869,6,22/09/2018,,,
23/09/2018,,,,0.387405303,3,23/09/2018,,,
24/09/2018,,,,0.437736742,8,24/09/2018,,,
25/09/2018,,,,0.13362963,15,25/09/2018,,,
26/09/2018,,,,0.064611625,9,26/09/2018,,,
27/09/2018,,,,0.171428571,1,27/09/2018,,,
29/09/2018,,,,0.520530303,3,29/09/2018,,,
30/09/2018,,,,0.210514069,6,30/09/2018,,,
1/10/2018,,,,0.338268398,5,1/10/2018,,,
2/10/2018,,,,0.403108766,10,2/10/2018,,,
3/10/2018,,,,0.343904826,15,3/10/2018,,,
4/10/2018,,,,0.204621212,11,4/10/2018,,,
5/10/2018,,,,0.4784,5,5/10/2018,,,
6/10/2018,,,,0.316916667,5,6/10/2018,,,
7/10/2018,,,,0.372916667,4,7/10/2018,,,
8/10/2018,,,,0.157956349,8,8/10/2018,,,
9/10/2018,,,,0.155402462,11,9/10/2018,,,
10/10/2018,,,,0.194450337,8,10/10/2018,,,
11/10/2018,,,,0.1796875,8,11/10/2018,,,
12/10/2018,,,,0.158833506,11,12/10/2018,,,
13/10/2018,,,,0.5054375,10,13/10/2018,,,
14/10/2018,,,,0.203284832,9,14/10/2018,,,
15/10/2018,,,,0.094058681,7,15/10/2018,,,
16/10/2018,,,,0.109601848,17,16/10/2018,,,
17/10/2018,,,,0.061618191,20,17/10/2018,,,
18/10/2018,,,,0.036806264,14,18/10/2018,,,
19/10/2018,,,,0.113295455,11,19/10/2018,,,
20/10/2018,,,,0.304053118,12,20/10/2018,,,
21/10/2018,,,,0.177589286,6,21/10/2018,,,
22/10/2018,,,,-0.040853626,14,22/10/2018,,,
23/10/2018,,,,0.065885697,14,23/10/2018,,,
24/10/2018,,,,0.195188492,7,24/10/2018,,,
25/10/2018,,,,0.063767637,18,25/10/2018,,,
26/10/2018,,,,0.230038234,11,26/10/2018,,,
27/10/2018,,,,0.22014652,13,27/10/2018,,,
28/10/2018,,,,0.456778846,4,28/10/2018,,,
29/10/2018,,,,0.203155277,7,29/10/2018,,,
30/10/2018,,,,0.15227408,22,30/10/2018,,,
31/10/2018,,,,-0.017792007,15,31/10/2018,,,
1/11/2018,,,,0.290154762,10,1/11/2018,,,
2/11/2018,,,,0.19156746,10,2/11/2018,,,
3/11/2018,,,,0.193107955,20,3/11/2018,,,
4/11/2018,,,,0.181593715,9,4/11/2018,,,
5/11/2018,,,,0.301587922,16,5/11/2018,,,
6/11/2018,,,,0.216146104,15,6/11/2018,,,
7/11/2018,,,,0.146687787,14,7/11/2018,,,
8/11/2018,,,,-0.0275,2,8/11/2018,,,
9/11/2018,,,,0.176011454,12,9/11/2018,,,
10/11/2018,,,,0.235871819,9,10/11/2018,,,
11/11/2018,,,,0.522460318,4,11/11/2018,,,
12/11/2018,,,,0.168943903,9,12/11/2018,,,
13/11/2018,,,,0.295130724,14,13/11/2018,,,
14/11/2018,,,,0.227193182,5,14/11/2018,,,
15/11/2018,,,,0.133300265,9,15/11/2018,,,
16/11/2018,,,,0.1,4,16/11/2018,,,
17/11/2018,,,,0.225808321,10,17/11/2018,,,
18/11/2018,,,,0.414756945,6,18/11/2018,,,
19/11/2018,,,,0.383333333,4,19/11/2018,,,
20/11/2018,,,,0.42,1,20/11/2018,,,
21/11/2018,,,,0.173195171,11,21/11/2018,,,
22/11/2018,,,,0.107962963,10,22/11/2018,,,
23/11/2018,,,,0.112554254,4,23/11/2018,,,
24/11/2018,,,,-0.081166667,2,24/11/2018,,,
25/11/2018,,,,0.144155144,9,25/11/2018,,,
26/11/2018,,,,0.152509259,10,26/11/2018,,,
27/11/2018,,,,-0.182738095,6,27/11/2018,,,
28/11/2018,,,,0.216446835,8,28/11/2018,,,
29/11/2018,,,,0.257788016,14,29/11/2018,,,
30/11/2018,,,,0.21434596,11,30/11/2018,,,
1/12/2018,,,,0.406527778,6,1/12/2018,,,
2/12/2018,,,,1,1,2/12/2018,,,
3/12/2018,,,,0.089193092,12,3/12/2018,,,
4/12/2018,,,,0.258710317,9,4/12/2018,,,
5/12/2018,,,,0.087577161,9,5/12/2018,,,
6/12/2018,,,,0.105997024,4,6/12/2018,,,
7/12/2018,,,,0.100904888,22,7/12/2018,,,
8/12/2018,,,,0.182066386,12,8/12/2018,,,
9/12/2018,,,,0.113095238,3,9/12/2018,,,
10/12/2018,,,,0.11875,3,10/12/2018,,,
11/12/2018,,,,0.150066937,13,11/12/2018,,,
12/12/2018,,,,-0.0475,3,12/12/2018,,,
13/12/2018,,,,0.216559829,13,13/12/2018,,,
14/12/2018,,,,0.287310606,7,14/12/2018,,,
15/12/2018,,,,0.109572661,8,15/12/2018,,,
16/12/2018,,,,0.051681015,11,16/12/2018,,,
17/12/2018,,,,0.268694444,5,17/12/2018,,,
18/12/2018,,,,0.22345679,9,18/12/2018,,,
19/12/2018,,,,0.154672679,13,19/12/2018,,,
20/12/2018,,,,0.140960979,15,20/12/2018,,,
21/12/2018,,,,0.229318858,20,21/12/2018,,,
22/12/2018,,,,0.239380197,9,22/12/2018,,,
23/12/2018,,,,0.073146585,11,23/12/2018,,,
24/12/2018,,,,0.095583461,17,24/12/2018,,,
25/12/2018,,,,0.121803978,2,25/12/2018,,,
26/12/2018,,,,-0.05,1,26/12/2018,,,
27/12/2018,,,,0.054011007,12,27/12/2018,,,
28/12/2018,,,,0.143719697,5,28/12/2018,,,
29/12/2018,,,,-0.115593325,7,29/12/2018,,,
30/12/2018,,,,0.179285714,5,30/12/2018,,,
31/12/2018,,,,0.149222809,12,31/12/2018,,,
1/01/2019,,,,0.258664899,15,1/01/2019,,,
2/01/2019,,,,0.193828914,3,2/01/2019,,,
3/01/2019,,,,0.104444444,9,3/01/2019,,,
4/01/2019,,,,0.241851337,7,4/01/2019,,,
5/01/2019,,,,0.175182592,12,5/01/2019,,,
6/01/2019,,,,0.100483586,10,6/01/2019,,,
7/01/2019,,,,0.035584416,6,7/01/2019,,,
8/01/2019,,,,0.263799874,5,8/01/2019,,,
9/01/2019,,,,0.157142857,7,9/01/2019,,,
10/01/2019,,,,0.380625,11,10/01/2019,,,
11/01/2019,,,,0.087933933,12,11/01/2019,,,
12/01/2019,,,,0.00959374,13,12/01/2019,,,
13/01/2019,,,,0.089238919,9,13/01/2019,,,
14/01/2019,,,,0.200857074,17,14/01/2019,,,
15/01/2019,,,,0.093579846,9,15/01/2019,,,
16/01/2019,,,,0.226785715,2,16/01/2019,,,
17/01/2019,,,,0.088690476,2,17/01/2019,,,
18/01/2019,,,,0.177733829,13,18/01/2019,,,
19/01/2019,,,,0.057844549,14,19/01/2019,,,
20/01/2019,,,,0.150684205,11,20/01/2019,,,
21/01/2019,,,,0.263714417,15,21/01/2019,,,
22/01/2019,,,,-0.050055648,12,22/01/2019,,,
23/01/2019,,,,0.217214556,8,23/01/2019,,,
24/01/2019,,,,0.143378247,10,24/01/2019,,,
25/01/2019,,,,0.129398148,4,25/01/2019,,,
26/01/2019,,,,0.073330267,10,26/01/2019,,,
27/01/2019,,,,0.043208333,10,27/01/2019,,,
28/01/2019,,,,0.156926922,7,28/01/2019,,,
29/01/2019,,,,-0.046064815,3,29/01/2019,,,
30/01/2019,,,,0.118391535,12,30/01/2019,,,
31/01/2019,,,,0.098518595,17,31/01/2019,,,
1/02/2019,,,,0.228520924,11,1/02/2019,,,
2/02/2019,,,,1,1,2/02/2019,,,
3/02/2019,,,,0.123263889,6,3/02/2019,,,
4/02/2019,,,,0.35,1,4/02/2019,,,
5/02/2019,,,,0.192866162,4,5/02/2019,,,
6/02/2019,,,,0,3,6/02/2019,,,
7/02/2019,,,,0.117013889,6,7/02/2019,,,
8/02/2019,,,,0.142172619,10,8/02/2019,,,
9/02/2019,,,,0.166885536,11,9/02/2019,,,
10/02/2019,,,,0.029799476,11,10/02/2019,,,
11/02/2019,,,,-0.041374158,9,11/02/2019,,,
12/02/2019,,,,0.065,5,12/02/2019,,,
13/02/2019,,,,0.439759259,5,13/02/2019,,,
14/02/2019,,,,-0.069971065,8,14/02/2019,,,
15/02/2019,,,,0.21375,4,15/02/2019,,,
16/02/2019,,,,0,2,16/02/2019,,,
17/02/2019,,,,0.014248351,14,17/02/2019,,,
18/02/2019,,,,0.233883658,10,18/02/2019,,,
19/02/2019,,,,0.076233466,15,19/02/2019,,,
20/02/2019,,,,-0.091063412,9,20/02/2019,,,
21/02/2019,,,,0.041166667,5,21/02/2019,,,
22/02/2019,,,,-0.063055556,6,22/02/2019,,,
23/02/2019,,,,0.179099026,4,23/02/2019,,,
24/02/2019,,,,0.272278139,13,24/02/2019,,,
25/02/2019,,,,0.210857932,14,25/02/2019,,,
26/02/2019,,,,0.234027778,4,26/02/2019,,,
27/02/2019,,,,0.292641782,8,27/02/2019,,,
28/02/2019,,,,1,1,28/02/2019,,,
1/03/2019,,,,0.194248016,15,1/03/2019,,,
2/03/2019,,,,0.329545455,4,2/03/2019,,,
3/03/2019,,,,0.093242494,9,3/03/2019,,,
4/03/2019,,,,0.19101431,12,4/03/2019,,,
5/03/2019,,,,0.047597761,17,5/03/2019,,,
6/03/2019,,,,-0.06547619,7,6/03/2019,,,
7/03/2019,,,,-0.020214286,5,7/03/2019,,,
8/03/2019,,,,0.231658497,17,8/03/2019,,,
9/03/2019,,,,0.100881378,7,9/03/2019,,,
10/03/2019,,,,0.166944444,5,10/03/2019,,,
11/03/2019,,,,-0.037240019,3,11/03/2019,,,
12/03/2019,,,,0.191911616,5,12/03/2019,,,
13/03/2019,,,,0.149036109,20,13/03/2019,,,
14/03/2019,,,,0.085616216,12,14/03/2019,,,
15/03/2019,,,,0.037235473,13,15/03/2019,,,
16/03/2019,,,,0.053320632,12,16/03/2019,,,
17/03/2019,,,,0.02192264,17,17/03/2019,,,
18/03/2019,,,,0.114549825,13,18/03/2019,,,
19/03/2019,,,,0.165829496,11,19/03/2019,,,
20/03/2019,,,,0.173404762,10,20/03/2019,,,
21/03/2019,,,,0.154705215,7,21/03/2019,,,
22/03/2019,,,,0.234940476,10,22/03/2019,,,
24/03/2019,,,,0.738888889,3,24/03/2019,,,
25/03/2019,,,,0.184325397,6,25/03/2019,,,
26/03/2019,,,,0.109060847,9,26/03/2019,,,
27/03/2019,,,,0.041349206,11,27/03/2019,,,
28/03/2019,,,,-0.074923861,13,28/03/2019,,,
29/03/2019,,,,0.285208403,13,29/03/2019,,,
30/03/2019,,,,0.036333333,5,30/03/2019,,,
31/03/2019,,,,-0.074222222,3,31/03/2019,,,
1/04/2019,,,,0.152603565,6,1/04/2019,,,
2/04/2019,,,,0.192592748,17,2/04/2019,,,
3/04/2019,,,,0.223869048,4,3/04/2019,,,
4/04/2019,,,,0.016014971,10,4/04/2019,,,
5/04/2019,,,,0.1353009,16,5/04/2019,,,
6/04/2019,,,,0.062270408,16,6/04/2019,,,
7/04/2019,,,,0.082291667,4,7/04/2019,,,
8/04/2019,,,,0.227321429,7,8/04/2019,,,
9/04/2019,,,,0.150075113,14,9/04/2019,,,
10/04/2019,,,,0.231899713,8,10/04/2019,,,
11/04/2019,,,,0.247472222,10,11/04/2019,,,
12/04/2019,,,,0.115282877,10,12/04/2019,,,
13/04/2019,,,,0.074617765,15,13/04/2019,,,
14/04/2019,,,,0.314359233,8,14/04/2019,,,
15/04/2019,,,,0.109579014,19,15/04/2019,,,
16/04/2019,,,,0.010521826,6,16/04/2019,,,
17/04/2019,,,,0.312708333,8,17/04/2019,,,
18/04/2019,,,,0.157692308,13,18/04/2019,,,
19/04/2019,,,,0.027629706,11,19/04/2019,,,
20/04/2019,,,,0.177037037,9,20/04/2019,,,
21/04/2019,,,,0.249084596,12,21/04/2019,,,
22/04/2019,,,,0.217264706,17,22/04/2019,,,
23/04/2019,,,,0.163237487,17,23/04/2019,,,
24/04/2019,,,,0.150026459,17,24/04/2019,,,
25/04/2019,,,,0.152065476,8,25/04/2019,,,
26/04/2019,,,,0.285044643,10,26/04/2019,,,
27/04/2019,,,,0.305046841,8,27/04/2019,,,
28/04/2019,,,,0.092585775,7,28/04/2019,,,
29/04/2019,,,,0.105544607,10,29/04/2019,,,
30/04/2019,,,,0.078137626,11,30/04/2019,,,
1/05/2019,,,,0.028583604,28,1/05/2019,,,
2/05/2019,,,,0.184469697,10,2/05/2019,,,
